model_id,model_description,season,period_games,actual_period_net,predicted_period_net,period_error,period_abs_error,period_squared_error
benchmark_prior_1,Current season before date + 1 prior season,2001-02,1260,3.518829564390727,3.3754430064489664,-0.14338655794176036,0.14338655794176036,0.020559704998385803
benchmark_prior_1,Current season before date + 1 prior season,2002-03,1277,4.024405783670519,4.144542799505618,0.12013701583509828,0.12013701583509828,0.014432902573762655
benchmark_prior_1,Current season before date + 1 prior season,2003-04,1271,4.0090075479865455,3.925777650620075,-0.08322989736647024,0.08322989736647024,0.00692721581563317
benchmark_prior_1,Current season before date + 1 prior season,2004-05,1314,3.3285703633429815,3.3527312804442855,0.02416091710130397,0.02416091710130397,0.0005837499151760826
benchmark_prior_1,Current season before date + 1 prior season,2005-06,1319,3.6523180212922437,3.7081238206171947,0.055805799324951,0.055805799324951,0.0031142872382967013
benchmark_prior_1,Current season before date + 1 prior season,2006-07,1309,3.180030487560434,3.1400392439049005,-0.03999124365553364,0.03999124365553364,0.0015992995691162593
benchmark_prior_1,Current season before date + 1 prior season,2007-08,1316,3.8643929205490144,3.966643100072133,0.10225017952311877,0.10225017952311877,0.010455099212510017
benchmark_prior_1,Current season before date + 1 prior season,2008-09,1315,3.4738867846781503,3.4857054153046696,0.011818630626519333,0.011818630626519333,0.00013968002988610077
benchmark_prior_1,Current season before date + 1 prior season,2009-10,1312,2.958258687783335,2.8553921910117777,-0.10286649677155735,0.10286649677155735,0.010581516158052818
benchmark_prior_1,Current season before date + 1 prior season,2010-11,1311,3.359324744307854,3.1870232628576707,-0.1723014814501833,0.1723014814501833,0.029687800509927864
benchmark_prior_1,Current season before date + 1 prior season,2011-12,1074,3.0785735959059592,2.9989141445058483,-0.07965945140011099,0.07965945140011099,0.0063456281973666455
benchmark_prior_1,Current season before date + 1 prior season,2012-13,1314,3.4714834874132205,3.507324155922753,0.03584066850953249,0.03584066850953249,0.001284553519210194
benchmark_prior_1,Current season before date + 1 prior season,2013-14,1319,2.722140798083823,2.6782372447415477,-0.04390355334227536,0.04390355334227536,0.0019275219960780178
benchmark_prior_1,Current season before date + 1 prior season,2014-15,1311,2.405833025076285,2.4445109335977246,0.03867790852143971,0.03867790852143971,0.0014959806075928585
benchmark_prior_1,Current season before date + 1 prior season,2015-16,1316,3.0999082435581276,3.033850315894507,-0.0660579276636204,0.0660579276636204,0.004363649807212105
benchmark_prior_1,Current season before date + 1 prior season,2016-17,1309,3.144905877061122,3.1118395795207343,-0.0330662975403877,0.0330662975403877,0.0010933800330294498
benchmark_prior_1,Current season before date + 1 prior season,2017-18,1312,2.3776601987551222,2.439287577241946,0.06162737848682376,0.06162737848682376,0.003797933779158228
benchmark_prior_1,Current season before date + 1 prior season,2018-19,1312,2.6484321531905897,2.5793005623940575,-0.0691315907965322,0.0691315907965322,0.0047791768460591745
benchmark_prior_1,Current season before date + 1 prior season,2019-20,1143,2.0410638880249863,2.044721381359034,0.0036574933340478566,0.0036574933340478566,1.3377257488604505e-05
benchmark_prior_1,Current season before date + 1 prior season,2020-21,1171,1.1763233506481092,1.137859385969348,-0.03846396467876123,0.03846396467876123,0.0014794765788089916
benchmark_prior_1,Current season before date + 1 prior season,2021-22,1323,1.8716298572127739,1.9905658873056218,0.11893603009284792,0.11893603009284792,0.014145779254246826
benchmark_prior_1,Current season before date + 1 prior season,2022-23,1320,2.6156805486806163,2.49256051747447,-0.12312003120614623,0.12312003120614623,0.015158542084202422
benchmark_prior_1,Current season before date + 1 prior season,2023-24,1319,2.30700105278874,2.032334805478016,-0.2746662473107242,0.2746662473107242,0.0754415474117559
benchmark_prior_1,Current season before date + 1 prior season,2024-25,1321,1.9537650832013065,1.6225321505213834,-0.33123293267992304,0.33123293267992304,0.10971525569174242
benchmark_prior_1,Current season before date + 1 prior season,2025-26,785,1.6055137831185364,1.2271168857137482,-0.3783968974047882,0.3783968974047882,0.14318421196556982
prior_2,Current season before date + 2 prior seasons,2001-02,1260,3.518829564390727,3.3754430064489664,-0.14338655794176036,0.14338655794176036,0.020559704998385803
prior_2,Current season before date + 2 prior seasons,2002-03,1277,4.024405783670519,4.180349638668406,0.15594385499788643,0.15594385499788643,0.02431848591160183
prior_2,Current season before date + 2 prior seasons,2003-04,1271,4.0090075479865455,3.938088745734238,-0.07091880225230751,0.07091880225230751,0.005029476512901897
prior_2,Current season before date + 2 prior seasons,2004-05,1314,3.3285703633429815,3.3668879069739153,0.03831754363093376,0.03831754363093376,0.0014682341499085124
prior_2,Current season before date + 2 prior seasons,2005-06,1319,3.6523180212922437,3.7849525402143174,0.13263451892207367,0.13263451892207367,0.01759191560968992
prior_2,Current season before date + 2 prior seasons,2006-07,1309,3.180030487560434,3.143451118740908,-0.03657936881952617,0.03657936881952617,0.0013380502232349233
prior_2,Current season before date + 2 prior seasons,2007-08,1316,3.8643929205490144,3.9389307509563842,0.07453783040736983,0.07453783040736983,0.005555888161837826
prior_2,Current season before date + 2 prior seasons,2008-09,1315,3.4738867846781503,3.4766244237177513,0.002737639039601003,0.002737639039601003,7.494667511147502e-06
prior_2,Current season before date + 2 prior seasons,2009-10,1312,2.958258687783335,2.887656836538469,-0.07060185124486607,0.07060185124486607,0.004984621399202196
prior_2,Current season before date + 2 prior seasons,2010-11,1311,3.359324744307854,3.1897461446929287,-0.16957859961492527,0.16957859961492527,0.028756901447359134
prior_2,Current season before date + 2 prior seasons,2011-12,1074,3.0785735959059592,2.972929120610214,-0.10564447529574528,0.10564447529574528,0.011160755160513335
prior_2,Current season before date + 2 prior seasons,2012-13,1314,3.4714834874132205,3.4426167444202362,-0.028866742992984307,0.028866742992984307,0.0008332888510230085
prior_2,Current season before date + 2 prior seasons,2013-14,1319,2.722140798083823,2.705731679111002,-0.016409118972820824,0.016409118972820824,0.0002692591854641883
prior_2,Current season before date + 2 prior seasons,2014-15,1311,2.405833025076285,2.471574592990713,0.06574156791442798,0.06574156791442798,0.0043219537518473464
prior_2,Current season before date + 2 prior seasons,2015-16,1316,3.0999082435581276,3.0538408891248063,-0.04606735443332122,0.04606735443332122,0.00212220114448524
prior_2,Current season before date + 2 prior seasons,2016-17,1309,3.144905877061122,3.160172654619555,0.015266777558433198,0.015266777558433198,0.00023307449701867952
prior_2,Current season before date + 2 prior seasons,2017-18,1312,2.3776601987551222,2.457139052201845,0.07947885344672256,0.07947885344672256,0.006316888145205603
prior_2,Current season before date + 2 prior seasons,2018-19,1312,2.6484321531905897,2.5965539063623972,-0.05187824682819242,0.05187824682819242,0.0026913524939668567
prior_2,Current season before date + 2 prior seasons,2019-20,1143,2.0410638880249863,2.0226080403849918,-0.018455847639994527,0.018455847639994527,0.00034061831211069156
prior_2,Current season before date + 2 prior seasons,2020-21,1171,1.1763233506481092,1.1458237475744326,-0.030499603073676607,0.030499603073676607,0.0009302257876518236
prior_2,Current season before date + 2 prior seasons,2021-22,1323,1.8716298572127739,1.9230024227076357,0.0513725654948618,0.0513725654948618,0.0026391404855238654
prior_2,Current season before date + 2 prior seasons,2022-23,1320,2.6156805486806163,2.4582674511978975,-0.1574130974827188,0.1574130974827188,0.024778883259103934
prior_2,Current season before date + 2 prior seasons,2023-24,1319,2.30700105278874,2.041272305718843,-0.26572874706989724,0.26572874706989724,0.07061176701933743
prior_2,Current season before date + 2 prior seasons,2024-25,1321,1.9537650832013065,1.5748561726234265,-0.37890891057788,0.37890891057788,0.14357196251531587
prior_2,Current season before date + 2 prior seasons,2025-26,785,1.6055137831185364,1.1870441548232342,-0.4184696282953022,0.4184696282953022,0.1751168298056084
prior_3,Current season before date + 3 prior seasons,2001-02,1260,3.518829564390727,3.3754430064489664,-0.14338655794176036,0.14338655794176036,0.020559704998385803
prior_3,Current season before date + 3 prior seasons,2002-03,1277,4.024405783670519,4.180349638668406,0.15594385499788643,0.15594385499788643,0.02431848591160183
prior_3,Current season before date + 3 prior seasons,2003-04,1271,4.0090075479865455,3.9753669129167246,-0.033640635069820846,0.033640635069820846,0.0011316923279008602
prior_3,Current season before date + 3 prior seasons,2004-05,1314,3.3285703633429815,3.363229291580716,0.03465892823773453,0.03465892823773453,0.0012012413065884322
prior_3,Current season before date + 3 prior seasons,2005-06,1319,3.6523180212922437,3.804626719228666,0.1523086979364221,0.1523086979364221,0.023197939467088268
prior_3,Current season before date + 3 prior seasons,2006-07,1309,3.180030487560434,3.2139137711656387,0.03388328360520454,0.03388328360520454,0.0011480769078707227
prior_3,Current season before date + 3 prior seasons,2007-08,1316,3.8643929205490144,3.9540035819934185,0.0896106614444041,0.0896106614444041,0.008030070644503612
prior_3,Current season before date + 3 prior seasons,2008-09,1315,3.4738867846781503,3.470647099676708,-0.0032396850014424494,0.0032396850014424494,1.0495558908571163e-05
prior_3,Current season before date + 3 prior seasons,2009-10,1312,2.958258687783335,2.909725453450127,-0.048533234333207886,0.048533234333207886,0.002355474834842069
prior_3,Current season before date + 3 prior seasons,2010-11,1311,3.359324744307854,3.2153140138961613,-0.14401073041169266,0.14401073041169266,0.02073909047370922
prior_3,Current season before date + 3 prior seasons,2011-12,1074,3.0785735959059592,2.969092127589102,-0.10948146831685746,0.10948146831685746,0.011986191904815063
prior_3,Current season before date + 3 prior seasons,2012-13,1314,3.4714834874132205,3.3934490884172868,-0.07803439899593378,0.07803439899593378,0.006089367426656592
prior_3,Current season before date + 3 prior seasons,2013-14,1319,2.722140798083823,2.6910208830615243,-0.031119915022298716,0.031119915022298716,0.0009684491109950933
prior_3,Current season before date + 3 prior seasons,2014-15,1311,2.405833025076285,2.4957113374018123,0.08987831232552734,0.08987831232552734,0.00807811102648504
prior_3,Current season before date + 3 prior seasons,2015-16,1316,3.0999082435581276,3.089738482266855,-0.010169761291272561,0.010169761291272561,0.00010342404472146575
prior_3,Current season before date + 3 prior seasons,2016-17,1309,3.144905877061122,3.1700063360059425,0.025100458944820492,0.025100458944820492,0.000630033039240619
prior_3,Current season before date + 3 prior seasons,2017-18,1312,2.3776601987551222,2.508179866368985,0.1305196676138629,0.1305196676138629,0.017035383634033254
prior_3,Current season before date + 3 prior seasons,2018-19,1312,2.6484321531905897,2.6281918627556053,-0.02024029043498432,0.02024029043498432,0.00040966935689251775
prior_3,Current season before date + 3 prior seasons,2019-20,1143,2.0410638880249863,2.0486774493688924,0.007613561343906117,0.007613561343906117,5.7966316337421515e-05
prior_3,Current season before date + 3 prior seasons,2020-21,1171,1.1763233506481092,1.143822397400658,-0.03250095324745117,0.03250095324745117,0.0010563119619930068
prior_3,Current season before date + 3 prior seasons,2021-22,1323,1.8716298572127739,1.9319364412744207,0.060306584061646795,0.060306584061646795,0.0036368840811844714
prior_3,Current season before date + 3 prior seasons,2022-23,1320,2.6156805486806163,2.414343322263097,-0.2013372264175195,0.2013372264175195,0.040536678741499514
prior_3,Current season before date + 3 prior seasons,2023-24,1319,2.30700105278874,2.014835223620252,-0.2921658291684883,0.2921658291684883,0.0853608717337103
prior_3,Current season before date + 3 prior seasons,2024-25,1321,1.9537650832013065,1.562670546273589,-0.39109453692771745,0.39109453692771745,0.15295493681470576
prior_3,Current season before date + 3 prior seasons,2025-26,785,1.6055137831185364,1.1523682010739487,-0.45314558204458777,0.45314558204458777,0.20534091852652822
prior_4,Current season before date + 4 prior seasons,2001-02,1260,3.518829564390727,3.3754430064489664,-0.14338655794176036,0.14338655794176036,0.020559704998385803
prior_4,Current season before date + 4 prior seasons,2002-03,1277,4.024405783670519,4.180349638668406,0.15594385499788643,0.15594385499788643,0.02431848591160183
prior_4,Current season before date + 4 prior seasons,2003-04,1271,4.0090075479865455,3.9753669129167246,-0.033640635069820846,0.033640635069820846,0.0011316923279008602
prior_4,Current season before date + 4 prior seasons,2004-05,1314,3.3285703633429815,3.3896200027283214,0.061049639385339916,0.061049639385339916,0.0037270584690800466
prior_4,Current season before date + 4 prior seasons,2005-06,1319,3.6523180212922437,3.797886038603911,0.14556801731166713,0.14556801731166713,0.021190047664049822
prior_4,Current season before date + 4 prior seasons,2006-07,1309,3.180030487560434,3.245249602114873,0.06521911455443874,0.06521911455443874,0.004253532903265003
prior_4,Current season before date + 4 prior seasons,2007-08,1316,3.8643929205490144,3.966039071935704,0.10164615138668953,0.10164615138668953,0.010331940091725807
prior_4,Current season before date + 4 prior seasons,2008-09,1315,3.4738867846781503,3.504584843148497,0.0306980584703469,0.0306980584703469,0.0009423707938488371
prior_4,Current season before date + 4 prior seasons,2009-10,1312,2.958258687783335,2.893097298257093,-0.06516138952624217,0.06516138952624217,0.004246006684990663
prior_4,Current season before date + 4 prior seasons,2010-11,1311,3.359324744307854,3.2517600228450942,-0.10756472146275975,0.10756472146275975,0.011570169303361088
prior_4,Current season before date + 4 prior seasons,2011-12,1074,3.0785735959059592,2.961586991156239,-0.11698660474972034,0.11698660474972034,0.013685865690867289
prior_4,Current season before date + 4 prior seasons,2012-13,1314,3.4714834874132205,3.390083111573629,-0.08140037583959137,0.08140037583959137,0.00662602118682673
prior_4,Current season before date + 4 prior seasons,2013-14,1319,2.722140798083823,2.6635836952342697,-0.05855710284955329,0.05855710284955329,0.003428934294133162
prior_4,Current season before date + 4 prior seasons,2014-15,1311,2.405833025076285,2.4996403385384878,0.09380731346220283,0.09380731346220283,0.00879981205899598
prior_4,Current season before date + 4 prior seasons,2015-16,1316,3.0999082435581276,3.109195709909171,0.009287466351043605,0.009287466351043605,8.625703122176722e-05
prior_4,Current season before date + 4 prior seasons,2016-17,1309,3.144905877061122,3.217581957919358,0.07267608085823607,0.07267608085823607,0.005281812728912867
prior_4,Current season before date + 4 prior seasons,2017-18,1312,2.3776601987551222,2.5442653264253092,0.16660512767018698,0.16660512767018698,0.027757268565999305
prior_4,Current season before date + 4 prior seasons,2018-19,1312,2.6484321531905897,2.6521902515574998,0.003758098366910101,0.003758098366910101,1.4123303335372367e-05
prior_4,Current season before date + 4 prior seasons,2019-20,1143,2.0410638880249863,2.077290541540143,0.03622665351515675,0.03622665351515675,0.0013123704249072188
prior_4,Current season before date + 4 prior seasons,2020-21,1171,1.1763233506481092,1.1391180095434845,-0.0372053411046247,0.0372053411046247,0.0013842374067114763
prior_4,Current season before date + 4 prior seasons,2021-22,1323,1.8716298572127739,1.9269210100486234,0.05529115283584951,0.05529115283584951,0.0030571115819172695
prior_4,Current season before date + 4 prior seasons,2022-23,1320,2.6156805486806163,2.422088258967133,-0.1935922897134832,0.1935922897134832,0.03747797463650921
prior_4,Current season before date + 4 prior seasons,2023-24,1319,2.30700105278874,2.009201338329382,-0.29779971445935827,0.29779971445935827,0.08868466993207531
prior_4,Current season before date + 4 prior seasons,2024-25,1321,1.9537650832013065,1.5491982203285264,-0.4045668628727801,0.4045668628727801,0.16367434653472285
prior_4,Current season before date + 4 prior seasons,2025-26,785,1.6055137831185364,1.1218435736587302,-0.4836702094598062,0.4836702094598062,0.2339368715188928
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2001-02,1260,3.518829564390727,3.3533886324901356,-0.16544093190059117,0.16544093190059117,0.027370701948136046
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2002-03,1277,4.024405783670519,4.162977357996868,0.13857157432634892,0.13857157432634892,0.019202081211282845
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2003-04,1271,4.0090075479865455,3.8758859196298228,-0.1331216283567227,0.1331216283567227,0.017721367936345395
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2004-05,1314,3.3285703633429815,3.3139107804524843,-0.01465958289049718,0.01465958289049718,0.00021490337052335767
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2005-06,1319,3.6523180212922437,3.7297737165391442,0.07745569524690055,0.07745569524690055,0.005999384726180732
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2006-07,1309,3.180030487560434,3.147742404954643,-0.03228808260579097,0.03228808260579097,0.0010425202783583814
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2007-08,1316,3.8643929205490144,3.94538767091666,0.0809947503676458,0.0809947503676458,0.0065601495871172606
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2008-09,1315,3.4738867846781503,3.409199680857951,-0.06468710382019927,0.06468710382019927,0.004184421400645238
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2009-10,1312,2.958258687783335,2.861824981505328,-0.09643370627800696,0.09643370627800696,0.009299459706512919
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2010-11,1311,3.359324744307854,3.1852359760095945,-0.17408876829825948,0.17408876829825948,0.030306899247605074
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2011-12,1074,3.0785735959059592,3.081912109816739,0.0033385139107795503,0.0033385139107795503,1.1145675132468567e-05
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2012-13,1314,3.4714834874132205,3.5007438244183997,0.02926033700517916,0.02926033700517916,0.000856167321656657
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2013-14,1319,2.722140798083823,2.6242378400105255,-0.09790295807329752,0.09790295807329752,0.009584989199501851
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2014-15,1311,2.405833025076285,2.422718145835382,0.016885120759097205,0.016885120759097205,0.0002851073030492954
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2015-16,1316,3.0999082435581276,3.0008511497690282,-0.09905709378909933,0.09905709378909933,0.00981230782994242
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2016-17,1309,3.144905877061122,3.1215350259420336,-0.02337085111908843,0.02337085111908843,0.000546196682030597
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2017-18,1312,2.3776601987551222,2.3945508555082164,0.016890656753094202,0.016890656753094202,0.00028529428555084676
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2018-19,1312,2.6484321531905897,2.5985357274132084,-0.04989642577738129,0.04989642577738129,0.00248965330535772
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2019-20,1143,2.0410638880249863,2.030972223424163,-0.010091664600823336,0.010091664600823336,0.00010184169441551081
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2020-21,1171,1.1763233506481092,1.0892752825701872,-0.08704806807792198,0.08704806807792198,0.00757736615609854
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2021-22,1323,1.8716298572127739,2.000149020845381,0.12851916363260707,0.12851916363260707,0.016517175420824832
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2022-23,1320,2.6156805486806163,2.4761377567256444,-0.13954279195497188,0.13954279195497188,0.019472190786588565
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2023-24,1319,2.30700105278874,2.0415940402365225,-0.26540701255221766,0.26540701255221766,0.07044088231189302
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2024-25,1321,1.9537650832013065,1.6426406637222541,-0.31112441947905234,0.31112441947905234,0.09679840439617732
rolling_1000_games,Current season before date + enough prior games for 1000 total games,2025-26,785,1.6055137831185364,1.269720043575092,-0.3357937395434445,0.3357937395434445,0.11275743551657064
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2001-02,1260,3.518829564390727,3.3620421280515442,-0.15678743633918257,0.15678743633918257,0.024582300193813227
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2002-03,1277,4.024405783670519,4.176342148346641,0.15193636467612137,0.15193636467612137,0.023084658910995343
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2003-04,1271,4.0090075479865455,3.907904845171809,-0.10110270281473666,0.10110270281473666,0.01022175651644496
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2004-05,1314,3.3285703633429815,3.3381868936384347,0.009616530295453174,0.009616530295453174,9.247765492336871e-05
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2005-06,1319,3.6523180212922437,3.742318718162698,0.09000069687045409,0.09000069687045409,0.008100125437167364
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2006-07,1309,3.180030487560434,3.141480394621488,-0.03855009293894618,0.03855009293894618,0.001486109665601388
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2007-08,1316,3.8643929205490144,3.950531714654841,0.08613879410582648,0.08613879410582648,0.007419891850005966
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2008-09,1315,3.4738867846781503,3.4542306108372394,-0.019656173840910895,0.019656173840910895,0.00038636517006410977
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2009-10,1312,2.958258687783335,2.8495266935226273,-0.10873199426070768,0.10873199426070768,0.011822646575910567
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2010-11,1311,3.359324744307854,3.19477519135521,-0.16454955295264417,0.16454955295264417,0.02707655537691505
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2011-12,1074,3.0785735959059592,2.9910497027125236,-0.08752389319343568,0.08752389319343568,0.007660431879735936
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2012-13,1314,3.4714834874132205,3.48723356052471,0.01575007311148946,0.01575007311148946,0.0002480648030172633
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2013-14,1319,2.722140798083823,2.665334143264852,-0.05680665481897096,0.05680665481897096,0.0032269960317217166
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2014-15,1311,2.405833025076285,2.431495722433065,0.02566269735677995,0.02566269735677995,0.0006585740356256807
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2015-16,1316,3.0999082435581276,3.0337086050592776,-0.06619963849884991,0.06619963849884991,0.004382392137378411
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2016-17,1309,3.144905877061122,3.111176604571917,-0.0337292724892051,0.0337292724892051,0.0011376638226510479
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2017-18,1312,2.3776601987551222,2.4300449921794933,0.05238479342437108,0.05238479342437108,0.0027441665821140316
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2018-19,1312,2.6484321531905897,2.5783881154553767,-0.07004403773521295,0.07004403773521295,0.004906167222251936
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2019-20,1143,2.0410638880249863,2.035590064823539,-0.005473823201447292,0.005473823201447292,2.996274044070268e-05
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2020-21,1171,1.1763233506481092,1.124370543652664,-0.05195280699544513,0.05195280699544513,0.002699094154705973
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2021-22,1323,1.8716298572127739,1.9493032816077747,0.0776734243950008,0.0776734243950008,0.006033160857245905
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2022-23,1320,2.6156805486806163,2.4774485060758846,-0.13823204260473165,0.13823204260473165,0.019108097602676347
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2023-24,1319,2.30700105278874,2.027359014918428,-0.27964203787031217,0.27964203787031217,0.0781996693442611
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2024-25,1321,1.9537650832013065,1.583901824507363,-0.36986325869394343,0.36986325869394343,0.1367988301317029
rolling_2000_games,Current season before date + enough prior games for 2000 total games,2025-26,785,1.6055137831185364,1.2162710242104466,-0.3892427589080898,0.3892427589080898,0.1515099253623813
